,_record_id,_title,_server_updated_at,_updated_by,_geometry,_latitude,_longitude,228_store_name,229_store_picture,232_type_of_store,108_does_the_micro_retailer_has_a_barred_window_,99_does_the_micro_retailer_exhibits_products_outside_,102_does_the_micro_retailer_sells_fresh_products_,97_number_of_customers_in_store,268_number_fridges,184_store_devices,104_how_many_shelves_does_the_micro_retailer_have,pictures_of_shelves_if_possible,hola_somos_estudiantes_del_tec_de_monterrey_estamos_realiz,le_comento_que_toda_esta_informacin_es_confidencial,233_date_establishment,2_current_permanent_employees,4_number_permanent_employees_last_year,5_change_store_space_last_year,6_change_employees_average_salary_last_year,20_reviews_finances_monthly,49_inventory_records,18_sales_records,155_sales_registers_used_for,103_number_own_fridges,19_tax_id,145_number_direct_competitors,310_burnout,24_burnout,186_internet_connection,210_sales_channels,189_payment_methods,28_prefered_payment_method,31_different_prices_payment_method,269_cash_discount,270_card_extra_charge,271_card_fee,272_card_days_receive_money,273_platform_extra_charge,274_platform_fee,275_platform_days_receive_money,30_payment_methods_large_purchases,214_customer_relationship_tools,33_credit_to_customers,276_expected_days_informal_credit,35_interest_rate,36_credit_default_rate,38_average_margin_profits,193_sales_planning_tools,227_agreement_ecommerce_platforms,60_services,315_frequency_topups,316_frequency_utility_bills,317_home_deliveries,62_frequency_only_services,78_number_home_deliveries_week,77_delivery_timeslots,79_delivery_vehicle,64_comission_services,66_percentaje_services_income,69_why_not_services,311_topups,312_payment_of_utilities,313_home_deliveries,314_reception_delivery_packages,42_willingness_share_inventory_data_suppliers,44_willingness_inventory_management_suppliers,45_willingness_reorder_suppliers,46_willingness_reorder_suppliers_variety,47_willingness_reorder_suppliers_lower_prices,43_willingness_share_sales_data_suppliers,58_willingness_share_sales_data_mse,59_willingness_share_sales_data_mse_better_prices,172_supplier_frequency,185_place_orders_suppliers,53_special_conditions_suppliers,278_credit_interest,192_procurement_planning_tools,277_payment_method_suppliers,56_procurement_changes_pandemic,279_changes_procurement_pandemic,157_frequency_organize_shelves,158_charact_organize_products_on_shelves,161_actions_stockouts,162_inventory_extra_space,163_number_high_perishable_products,249_technology_training,250_technology_investment_operations,251_technology_investment_customers,254_technology_roadmap,260_technology_scalable,261_technology_organization,262_technology_serve_customers,263_technology_secure_sales,264_technology_budget,267_technology_investment_customer_preferences,234_willingness_participate_workshop,318_shopkeeper_name,319_shopkeepers_last_name,236_whatsapp,235_email
15,,,,,,19.0207622,-98.2607229,,,,,,,1.0,0.0,,3.0,,,,,1.0,2.0,,,,,,,2.0,,2.0,,4.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,,1.0,,,,,7.0,50.0,5.7,2.0,3.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2225416928.0,
16,,,,,,19.0208774,-98.2606615,,,,,,,0.0,0.0,,4.0,,,,,1.0,1.0,,,,,,,2.0,,6.0,,4.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,7.0,50.0,5.7,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223839223.0,
17,,,,,,19.0210881,-98.260586,,,,,,,2.0,2.0,,3.0,,,,,3.0,2.0,,,,,,,2.0,,6.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,1.0,,2.0,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,15.0,,,,,,,,,,,,,,2225987489.0,
18,,,,,,19.0213946,-98.2603816,,,,,,,1.0,1.0,,1.0,,,,,1.0,0.0,,,,,,,0.0,,0.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2223297491.2,
19,,,,,,19.021461,-98.2602834,,,,,,,0.0,0.0,,6.0,,,,,4.0,0.0,,,,,,,0.0,,1.0,,4.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2223297491.2,
20,,,,,,19.0449409657,-98.1944422847,,,,,,,2.0,1.1,,4.0,,,,,0.0,0.0,,,,,,,0.0,,2.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2221842951.0,
21,,,,,,19.0655137,-98.3127512,,,,,,,0.0,2.0,,5.0,,,,,0.0,0.0,,,,,,,0.0,,3.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,2221842951.0,
22,,,,,,19.0656707,-98.3109706,,,,,,,0.0,5.0,,6.0,,,,,0.0,0.0,,,,,,,0.0,,3.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,2221842951.0,
23,,,,,,19.0638125,-98.3097669,,,,,,,3.0,5.0,,6.0,,,,,0.0,0.0,,,,,,,0.0,,3.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,2221842951.0,
24,,,,,,19.0614541,-98.3109695,,,,,,,0.0,5.0,,3.0,,,,,0.0,0.0,,,,,,,0.0,,3.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,2221842951.0,
25,,,,,,19.0612258,-98.3111919,,,,,,,2.0,3.0,,5.0,,,,,0.0,0.0,,,,,,,0.0,,3.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,2221842951.0,
26,,,,,,19.0608665,-98.3112764,,,,,,,0.0,2.0,,4.0,,,,,0.0,1.0,,,,,,,0.0,,2.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2221842951.0,
27,,,,,,19.0618356185,-98.3067292227,,,,,,,2.0,5.0,,6.0,,,,,0.0,1.0,,,,,,,0.0,,2.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2221842951.0,
28,,,,,,19.0605136519,-98.3060609457,,,,,,,0.0,2.0,,2.0,,,,,0.0,1.0,,,,,,,0.0,,2.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2221842951.0,
29,,,,,,19.0597415325,-98.306741458,,,,,,,0.0,3.0,,4.0,,,,,0.0,1.0,,,,,,,0.0,,2.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2221842951.0,
30,,,,,,19.0617376613,-98.3070316539,,,,,,,0.0,2.0,,2.0,,,,,0.0,1.0,,,,,,,0.0,,2.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2221842951.0,
31,,,,,,19.0637564472,-98.3097306413,,,,,,,1.0,3.0,,5.0,,,,,0.0,1.0,,,,,,,0.0,,2.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2221842951.0,
32,,,,,,19.0642133584,-98.3099810016,,,,,,,1.0,2.0,,3.0,,,,,0.0,1.0,,,,,,,0.0,,2.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2221842951.0,
33,,,,,,19.0662115021,-98.3142734506,,,,,,,1.0,2.0,,3.0,,,,,0.0,1.0,,,,,,,0.0,,2.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2221842951.0,
34,,,,,,19.0282081,-98.248033,,,,,,,5.0,2.0,,0.0,,,,,0.0,1.0,,,,,,,0.0,,2.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2221842951.0,
35,,,,,,19.017792,-98.215433,,,,,,,3.0,0.0,,1.0,,,,,1.0,1.0,,,,,,,3.0,,3.0,,5.0,,,,,,,,0.0,0.6,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,2221742135.0,
36,,,,,,19.0162957342,-98.2194659114,,,,,,,0.0,3.0,,2.0,,,,,3.0,3.0,,,,,,,3.0,,2.0,,3.0,,,,,,,,0.0,0.6,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221742135.0,
37,,,,,,19.016607641,-98.2198437676,,,,,,,1.0,0.0,,1.0,,,,,1.0,1.0,,,,,,,0.0,,2.0,,5.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
38,,,,,,19.0153365537,-98.2184597477,,,,,,,0.0,0.0,,0.0,,,,,2.0,2.0,,,,,,,0.0,,0.0,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
39,,,,,,19.0164672196,-98.2193455473,,,,,,,1.0,0.0,,0.0,,,,,2.0,2.0,,,,,,,0.0,,0.0,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2222707945.0,
40,,,,,,19.018979,-98.21528,,,,,,,2.0,2.0,,0.0,,,,,2.0,3.0,,,,,,,0.0,,6.0,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,1.2,3.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2222707945.0,
41,,,,,,19.018353,-98.215619,,,,,,,2.0,4.0,,8.0,,,,,0.0,0.0,,,,,,,0.0,,3.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,7.0,50.0,2.0,1.2,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
42,,,,,,19.017786,-98.218263,,,,,,,1.0,0.0,,6.0,,,,,1.0,3.0,,,,,,,1.1,,3.0,,6.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,0.6,,,,,2.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,2229021462.0,
43,,,,,,19.019788,-98.217094,,,,,,,1.0,0.0,,0.0,,,,,4.0,4.0,,,,,,,1.1,,4.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,3.0,,0.0,,,,,2.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,2228321284.0,
44,,,,,,19.0463846914,-98.2025966177,,,,,,,3.0,1.1,,4.0,,,,,0.0,0.0,,,,,,,1.1,,3.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,3.0,,0.0,,,,,2.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2228321284.0,
45,,,,,,19.046021086,-98.2037023746,,,,,,,3.0,1.1,,4.0,,,,,2.0,0.0,,,,,,,1.0,,2.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,3.0,,0.0,,,,,2.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2228321284.0,
46,,,,,,19.0254398,-98.249062,,,,,,,3.0,2.0,,10.0,,,,,2.0,2.0,,,,,,,1.0,,2.0,,3.0,,,,,,,,0.0,0.6,0.0,0.0,0.0,,,,3.0,,0.0,,,,,2.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2228321284.0,
47,,,,,,19.0120131,-98.2296442,,,,,,,0.0,0.0,,5.0,,,,,2.0,2.0,,,,,,,1.0,,2.0,,3.0,,,,,,,,0.0,0.6,0.0,0.0,0.0,,,,3.0,,0.0,,,,,2.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2228321284.0,
48,,,,,,19.0115906,-98.2297252,,,,,,,1.0,2.0,,0.0,,,,,2.0,2.0,,,,,,,1.0,,1.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,3.0,,0.0,,,,,2.0,50.0,5.7,1.2,3.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,2229324179.0,
49,,,,,,19.011515,-98.2297851,,,,,,,0.0,0.0,,1.0,,,,,2.0,0.0,,,,,,,2.0,,0.0,,2.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,3.0,,0.0,,,,,2.0,50.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
50,,,,,,19.0114826,-98.2297173,,,,,,,0.0,0.0,,2.0,,,,,2.0,0.0,,,,,,,2.0,,0.0,,2.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,3.0,,0.0,,,,,2.0,50.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
51,,,,,,19.035325,-98.2679176,,,,,,,4.0,2.0,,2.0,,,,,2.0,2.0,,,,,,,2.0,,1.0,,2.0,,,,,,,,0.0,2.0,0.0,0.0,0.0,,,,3.0,,0.0,,,,,2.0,50.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,2223297491.2,
52,,,,,,19.0405619362,-98.195357721,,,,,,,2.0,3.0,,5.0,,,,,1.0,1.0,,,,,,,0.0,,5.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
53,,,,,,19.0409324,-98.1956504,,,,,,,0.0,0.0,,2.0,,,,,1.0,1.0,,,,,,,0.0,,5.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
54,,,,,,19.0411925,-98.1957911,,,,,,,1.0,0.0,,3.0,,,,,2.0,2.0,,,,,,,0.0,,4.0,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
55,,,,,,19.0410812934,-98.1968178758,,,,,,,0.0,0.0,,5.0,,,,,2.0,2.0,,,,,,,0.0,,4.0,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
56,,,,,,19.0410918637,-98.1959696755,,,,,,,0.0,0.0,,5.0,,,,,3.0,0.0,,,,,,,0.0,,3.0,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
57,,,,,,19.0415447381,-98.1953916586,,,,,,,0.0,0.0,,8.0,,,,,3.0,0.0,,,,,,,0.0,,3.0,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
58,,,,,,19.0418857,-98.1936643,,,,,,,1.0,0.0,,2.0,,,,,4.0,0.0,,,,,,,0.0,,1.0,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
59,,,,,,19.0419216,-98.1937059,,,,,,,0.0,0.0,,1.0,,,,,1.0,0.0,,,,,,,0.0,,6.0,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221517613.0,
